 0 0.0294118 0.235294 0.279412 0.147059 0.117647 0.147059 0.0441176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0.00877193 0.0877193 0.236842 0.140351 0.0789474 0.263158 0.114035 0.0526316 0 0 0.00877193 0.00877193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0.0540541 0.0810811 0.135135 0.0540541 0.0810811 0.108108 0.0810811 0.135135 0.0810811 0 0.0540541 0 0.027027 0.0540541 0.027027 0 0 0.027027 0 0 0 0 0 0 0 0 0 0 0 0
 0 0.0046729 0.116822 0.107477 0.271028 0.135514 0.11215 0.0747664 0.0700935 0.0560748 0.0186916 0.0233645 0.0046729 0 0.0046729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0.107692 0.261538 0.123077 0.2 0.0923077 0.0615385 0.0153846 0.0461538 0.0461538 0.0307692 0 0.0153846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0.101852 0.212963 0.305556 0.12963 0.101852 0.0185185 0.0185185 0.00925926 0.00925926 0.0277778 0.0185185 0 0.00925926 0.00925926 0.0185185 0.00925926 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0.0403226 0.314516 0.137097 0.120968 0.0725806 0.0806452 0.153226 0.0645161 0.016129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0.033557 0.201342 0.302013 0.14094 0.107383 0.0469799 0.033557 0.033557 0.0201342 0.033557 0.0201342 0.0201342 0.00671141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
