Sample,Area,Year,Month,Month2,LCFmm,TLmm,TLcm,leng,Sex,opaque,Edge,Agemonths,Agemonths2,AgeYears,AdjAge,AdjAgeBirthDate,Cohorts,YrClass
sw000831-26,sw,2000,Aug,8,551,650,65,65,m,-9,na,-9,-9,-9,5,5,5,1995
SW000831-4,sw,2000,Aug,8,505,596,60,60,m,-9,na,-9,-9,-9,5,5,5,1995
sw000831-4,sw,2000,Aug,8,505,596,60,60,m,-9,na,-9,-9,-9,5,5,5,1995
SW000831-8,sw,2000,Aug,8,508,600,60,60,f,-9,na,-9,-9,-9,5,5,5,1995
sw000831-9,sw,2000,Aug,8,529,624,62,60,m,-9,na,-9,-9,-9,5,5,5,1995
SW000830-6,sw,2000,Aug,8,560,661,66,65,f,-9,na,-9,-9,-9,6,6,6,1994
sw000831-10,sw,2000,Aug,8,565,667,67,65,m,-9,na,-9,-9,-9,6,6,6,1994
SW000827-4,sw,2000,Aug,8,645,761,76,75,f,-9,na,-9,-9,-9,7,7,7,1993
SW000828-10,sw,2000,Aug,8,627,740,74,75,m,-9,na,-9,-9,-9,7,7,7,1993
sw000828-6,sw,2000,Aug,8,571,674,67,65,f,-9,na,-9,-9,-9,7,7,7,1993
SW000830-27,sw,2000,Aug,8,568,670,67,65,m,-9,na,-9,-9,-9,7,7,7,1993
SW000831-1,sw,2000,Aug,8,620,732,73,75,f,-9,na,-9,-9,-9,7,7,7,1993
sw000831-14,sw,2000,Aug,8,570,673,67,65,f,-9,na,-9,-9,-9,7,7,7,1993
sw000831-25,sw,2000,Aug,8,608,717,72,70,m,-9,na,-9,-9,-9,7,7,7,1993
sw000831-29,sw,2000,Aug,8,609,719,72,70,f,-9,na,-9,-9,-9,7,7,7,1993
SW000831-32,sw,2000,Aug,8,637,752,75,75,m,-9,na,-9,-9,-9,7,7,7,1993
SW000831-35,sw,2000,Aug,8,583,688,69,70,m,-9,na,-9,-9,-9,7,7,7,1993
sw000831-7,sw,2000,Aug,8,588,694,69,70,m,-9,na,-9,-9,-9,7,7,7,1993
SW000827-7,sw,2000,Aug,8,653,771,77,75,f,-9,na,-9,-9,-9,8,8,8,1992
SW000828-8,sw,2000,Aug,8,622,734,73,75,f,-9,na,-9,-9,-9,8,8,8,1992
SW000830-9,sw,2000,Aug,8,595,702,70,70,f,-9,na,-9,-9,-9,8,8,8,1992
sw000831-28,sw,2000,Aug,8,569,671,67,65,m,-9,na,-9,-9,-9,8,8,8,1992
SW000831-45,sw,2000,Aug,8,620,732,73,75,f,-9,na,-9,-9,-9,8,8,8,1992
SW000831-31,sw,2000,Aug,8,601,709,71,70,f,-9,na,-9,-9,-9,9,9,9,1991
SW000827-5,sw,2000,Aug,8,590,696,70,70,m,-9,na,-9,-9,-9,10,10,10,1990
SW000830-1,sw,2000,Aug,8,620,732,73,75,f,-9,na,-9,-9,-9,10,10,10,1990
SW000830-5,sw,2000,Aug,8,615,726,73,75,f,-9,na,-9,-9,-9,10,10,10,1990
sw000830-7,sw,2000,Aug,8,679,801,80,80,f,-9,na,-9,-9,-9,10,10,10,1990
SW000831-21,sw,2000,Aug,8,627,740,74,75,m,-9,na,-9,-9,-9,10,10,10,1990
SW000831-23,sw,2000,Aug,8,639,754,75,75,m,-9,na,-9,-9,-9,10,10,10,1990
sw000831-3,sw,2000,Aug,8,615,726,73,75,f,-9,na,-9,-9,-9,10,10,10,1990
SW000827-3,sw,2000,Aug,8,563,664,66,65,m,-9,na,-9,-9,-9,11,11,11,1989
SW000827-6,sw,2000,Aug,8,688,812,81,80,m,-9,na,-9,-9,-9,11,11,11,1989
sw000828-11,sw,2000,Aug,8,690,814,81,80,m,-9,na,-9,-9,-9,11,11,11,1989
sw000828-13,sw,2000,Aug,8,570,673,67,65,f,-9,na,-9,-9,-9,11,11,11,1989
sw000828-3,sw,2000,Aug,8,628,741,74,75,f,-9,na,-9,-9,-9,11,11,11,1989
SW000828-9,sw,2000,Aug,8,660,779,78,80,f,-9,na,-9,-9,-9,11,11,11,1989
SW000830-2,sw,2000,Aug,8,543,641,64,65,f,-9,na,-9,-9,-9,11,11,11,1989
sw000830-28,sw,2000,Aug,8,622,734,73,75,f,-9,na,-9,-9,-9,11,11,11,1989
sw000828-11,sw,2000,Aug,8,690,814,81,80,m,-9,na,-9,-9,-9,12,12,12,1988
SW000828-4,sw,2000,Aug,8,698,824,82,80,m,-9,na,-9,-9,-9,12,12,12,1988
sw000830-20,sw,2000,Aug,8,706,833,83,85,m,-9,na,-9,-9,-9,14,14,14,1986
sw000830-8,sw,2000,Aug,8,708,835,84,85,m,-9,na,-9,-9,-9,14,14,14,1986
sw000831-15,sw,2000,Aug,8,670,791,79,80,f,-9,na,-9,-9,-9,14,14,14,1986
sw000828-5,sw,2000,Aug,8,676,798,80,80,f,-9,na,-9,-9,-9,27,27,27,1973
sw000828-5,sw,2000,Aug,8,676,798,80,80,f,-9,na,-9,-9,-9,27,27,27,1973
sw000831-6,sw,2000,Aug,8,678,800,80,80,m,-9,na,-9,-9,-9,28,28,28,1972
SW000721-2,sw,2000,July,7,455,537,54,55,m,-9,na,-9,-9,-9,4.9,4,5,1995
sw000731-2,sw,2000,July,7,392,463,46,45,f,-9,na,-9,-9,-9,4.9,4,5,1995
SW000714-3,sw,2000,July,7,599,707,71,70,f,-9,na,-9,-9,-9,6.9,6,7,1993
SW000731-3,sw,2000,July,7,430,508,51,50,m,-9,na,-9,-9,-9,6.9,6,7,1993
SW000731-5,sw,2000,July,7,455,537,54,55,f,-9,na,-9,-9,-9,6.9,6,7,1993
SW000731-7,sw,2000,July,7,640,755,76,75,f,-9,na,-9,-9,-9,6.9,6,7,1993
sw000703-1,sw,2000,July,7,645,761,76,75,f,-9,na,-9,-9,-9,9.9,9,10,1990
sw000714-5,sw,2000,July,7,635,749,75,75,m,-9,na,-9,-9,-9,9.9,9,10,1990
sw000714-6,sw,2000,July,7,620,732,73,75,f,-9,na,-9,-9,-9,9.9,9,10,1990
sw000714-6,sw,2000,July,7,620,732,73,75,f,-9,na,-9,-9,-9,9.9,9,10,1990
SW000731-1,sw,2000,July,7,575,679,68,70,f,-9,na,-9,-9,-9,9.9,9,10,1990
sw000731-4,sw,2000,July,7,580,684,68,70,m,-9,na,-9,-9,-9,9.9,9,10,1990
SW000714-4,sw,2000,July,7,675,796,80,80,m,-9,na,-9,-9,-9,10.9,10,11,1989
SW000717-1,sw,2000,July,7,636,750,75,75,m,-9,na,-9,-9,-9,11.9,11,12,1988
SW000709-1,sw,2000,July,7,680,802,80,80,m,-9,na,-9,-9,-9,13.9,13,14,1986
sw000731-8,sw,2000,July,7,740,873,87,85,f,-9,na,-9,-9,-9,24.9,24,25,1975
SW000331-6,sw,2000,March,3,470,555,55,55,f,-9,na,-9,-9,-9,4.6,4,5,1995
SW000331-7,sw,2000,March,3,410,484,48,50,m,-9,na,-9,-9,-9,4.6,4,5,1995
SW000331-8,sw,2000,March,3,445,525,53,55,f,-9,na,-9,-9,-9,4.6,4,5,1995
SW000331-2,sw,2000,March,3,478,564,56,55,m,-9,na,-9,-9,-9,5.6,5,6,1994
sw000330-2,sw,2000,March,3,530,626,63,65,f,-9,na,-9,-9,-9,9.6,9,10,1990
sw000331-5,sw,2000,March,3,540,637,64,65,m,-9,na,-9,-9,-9,9.6,9,10,1990
sw000331-5,sw,2000,March,3,540,637,64,65,m,-9,na,-9,-9,-9,9.6,9,10,1990
SW000331-9,sw,2000,March,3,513,605,61,60,f,-9,na,-9,-9,-9,9.6,9,10,1990
sw000331-1,sw,2000,March,3,610,720,72,70,m,-9,na,-9,-9,-9,10.6,10,11,1989
sw000331-3,sw,2000,March,3,645,761,76,75,f,-9,na,-9,-9,-9,10.6,10,11,1989
sw000329-1,sw,2000,March,3,710,838,84,85,f,-9,na,-9,-9,-9,20.6,20,21,1979
SW000503-2,sw,2000,May,5,205,242,24,25,m,-9,na,-9,-9,-9,2.8,2,3,1997
SW000503-4,sw,2000,May,5,201,238,24,25,m,-9,na,-9,-9,-9,2.8,2,3,1997
SW000503-9,sw,2000,May,5,194,229,23,25,f,-9,na,-9,-9,-9,2.8,2,3,1997
SW000503-3,sw,2000,May,5,238,281,28,30,m,-9,na,-9,-9,-9,3.8,3,4,1996
SW000503-5,sw,2000,May,5,211,249,25,25,f,-9,na,-9,-9,-9,3.8,3,4,1996
SW000501-52,sw,2000,May,5,412,486,49,50,m,-9,na,-9,-9,-9,4.8,4,5,1995
SW000501-53,sw,2000,May,5,440,519,52,50,f,-9,na,-9,-9,-9,4.8,4,5,1995
SW000501-54,sw,2000,May,5,442,522,52,50,f,-9,na,-9,-9,-9,4.8,4,5,1995
SW001126-1,sw,2000,Nov,11,760,897,90,90,f,-9,na,-9,-9,-9,10.3,10,10,1990
sw001126-4,sw,2000,Nov,11,666,786,79,80,m,-9,na,-9,-9,-9,10.3,10,10,1990
sw001126-2,sw,2000,Nov,11,680,802,80,80,m,-9,na,-9,-9,-9,11.3,11,11,1989
sw001127-2,sw,2000,Nov,11,647,763,76,75,f,-9,na,-9,-9,-9,11.3,11,11,1989
sw001127-1,sw,2000,Nov,11,670,791,79,80,f,-9,na,-9,-9,-9,12.3,12,12,1988
SW001127-3,sw,2000,Nov,11,716,845,84,85,f,-9,na,-9,-9,-9,16.3,16,16,1984
SW001126-3,sw,2000,Nov,11,690,814,81,80,m,-9,na,-9,-9,-9,22.3,22,22,1978
sw001015-21,sw,2000,Oct,10,592,699,70,70,m,-9,na,-9,-9,-9,9.2,9,9,1991
sw001016-22,sw,2000,Oct,10,656,774,77,75,m,-9,na,-9,-9,-9,10.2,10,10,1990
SW001010-21,sw,2000,Oct,10,695,820,82,80,f,-9,na,-9,-9,-9,14.2,14,14,1986
sw001005-21,sw,2000,Oct,10,629,742,74,75,f,-9,na,-9,-9,-9,15.2,15,15,1985
sw001009-25,sw,2000,Oct,10,659,778,78,80,m,-9,na,-9,-9,-9,15.2,15,15,1985
sw001010-20,sw,2000,Oct,10,761,898,90,90,f,-9,na,-9,-9,-9,15.2,15,15,1985
sw001011-1,sw,2000,Oct,10,685,808,81,80,m,-9,na,-9,-9,-9,21.2,21,21,1979
SW001015-23,sw,2000,Oct,10,773,912,91,90,m,-9,na,-9,-9,-9,22.2,22,22,1978
sw001005-20,sw,2000,Oct,10,706,833,83,85,m,-9,na,-9,-9,-9,25.2,25,25,1975
sw001016-20,sw,2000,Oct,10,724,854,85,85,m,-9,na,-9,-9,-9,25.2,25,25,1975
sw000901-31,sw,2000,Sept,9,208,246,25,25,m,-9,na,-9,-9,-9,3.1,3,3,1997
sw000901-35,sw,2000,Sept,9,203,240,24,25,m,-9,na,-9,-9,-9,3.1,3,3,1997
sw000901-7,sw,2000,Sept,9,239,282,28,30,f,-9,na,-9,-9,-9,3.1,3,3,1997
SW000901-8,sw,2000,Sept,9,228,269,27,25,m,-9,na,-9,-9,-9,3.1,3,3,1997
sw000905-17,sw,2000,Sept,9,195,231,23,25,f,-9,na,-9,-9,-9,3.1,3,3,1997
SW000905-18,sw,2000,Sept,9,186,220,22,20,f,-9,na,-9,-9,-9,3.1,3,3,1997
sw000901-33,sw,2000,Sept,9,300,354,35,35,f,-9,na,-9,-9,-9,4.1,4,4,1996
SW000901-26,sw,2000,Sept,9,265,313,31,30,f,-9,na,-9,-9,-9,4.1,4,4,1996
SW000901-32,sw,2000,Sept,9,258,305,30,30,m,-9,na,-9,-9,-9,4.1,4,4,1996
sw000901-1,sw,2000,Sept,9,504,595,59,60,m,-9,na,-9,-9,-9,5.1,5,5,1995
SW000901-10,sw,2000,Sept,9,485,572,57,55,m,-9,na,-9,-9,-9,5.1,5,5,1995
SW000901-11,sw,2000,Sept,9,320,378,38,40,f,-9,na,-9,-9,-9,5.1,5,5,1995
SW000901-12,sw,2000,Sept,9,517,610,61,60,m,-9,na,-9,-9,-9,5.1,5,5,1995
SW000901-16,sw,2000,Sept,9,550,649,65,65,f,-9,na,-9,-9,-9,5.1,5,5,1995
sw000901-30,sw,2000,Sept,9,359,424,42,40,m,-9,na,-9,-9,-9,5.1,5,5,1995
SW000901-20,sw,2000,Sept,9,570,673,67,65,m,-9,na,-9,-9,-9,6.1,6,6,1994
SW000901-13,sw,2000,Sept,9,573,676,68,70,m,-9,na,-9,-9,-9,7.1,7,7,1993
SW000901-19,sw,2000,Sept,9,600,708,71,70,m,-9,na,-9,-9,-9,7.1,7,7,1993
SW000901-25,sw,2000,Sept,9,551,650,65,65,m,-9,na,-9,-9,-9,7.1,7,7,1993
sw000901-27,sw,2000,Sept,9,607,716,72,70,f,-9,na,-9,-9,-9,7.1,7,7,1993
sw000901-9,sw,2000,Sept,9,560,661,66,65,m,-9,na,-9,-9,-9,7.1,7,7,1993
sw000901-14,sw,2000,Sept,9,618,729,73,75,f,-9,na,-9,-9,-9,10.1,10,10,1990
SW000901-2,sw,2000,Sept,9,624,736,74,75,m,-9,na,-9,-9,-9,10.1,10,10,1990
SW000901-36,sw,2000,Sept,9,689,813,81,80,m,-9,na,-9,-9,-9,10.1,10,10,1990
SW000901-5,sw,2000,Sept,9,693,818,82,80,m,-9,na,-9,-9,-9,10.1,10,10,1990
SW000905-2,sw,2000,Sept,9,638,753,75,75,m,-9,na,-9,-9,-9,10.1,10,10,1990
sw000905-4,sw,2000,Sept,9,615,726,73,75,f,-9,na,-9,-9,-9,10.1,10,10,1990
SW000901-21,sw,2000,Sept,9,590,696,70,70,m,-9,na,-9,-9,-9,11.1,11,11,1989
SW000901-4,sw,2000,Sept,9,605,714,71,70,f,-9,na,-9,-9,-9,11.1,11,11,1989
SW000901-6,sw,2000,Sept,9,657,775,78,80,m,-9,na,-9,-9,-9,11.1,11,11,1989
sw000905-1,sw,2000,Sept,9,603,712,71,70,f,-9,na,-9,-9,-9,11.1,11,11,1989
SW000905-5,sw,2000,Sept,9,722,852,85,85,m,-9,na,-9,-9,-9,11.1,11,11,1989
sw000904-1,sw,2000,Sept,9,725,855,86,85,m,-9,na,-9,-9,-9,12.1,12,12,1988
sw000901-39,sw,2000,Sept,9,699,825,82,80,f,-9,na,-9,-9,-9,15.1,15,15,1985
sw000901-37,sw,2000,Sept,9,694,819,82,80,f,-9,na,-9,-9,-9,16.1,16,16,1984
SW000905-6,sw,2000,Sept,9,687,811,81,80,m,-9,na,-9,-9,-9,17.1,17,17,1983
SW010405-7,sw,2001,April,4,351,414,41,40,m,-9,na,-9,-9,-9,3.7,3,4,1997
SW010405-10,sw,2001,April,4,450,531,53,55,f,-9,na,-9,-9,-9,5.7,5,6,1995
sw010405-3,sw,2001,April,4,416,491,49,50,m,-9,na,-9,-9,-9,5.7,5,6,1995
sw010405-4,sw,2001,April,4,430,508,51,50,f,-9,na,-9,-9,-9,5.7,5,6,1995
SW010405-5,sw,2001,April,4,435,514,51,50,m,-9,na,-9,-9,-9,5.7,5,6,1995
sw010405-8,sw,2001,April,4,720,850,85,85,f,-9,na,-9,-9,-9,10.7,10,11,1990
sw010817-12,sw,2001,Aug,8,246,291,29,30,f,-9,na,-9,-9,-9,3,3,3,1998
sw010817-5,sw,2001,Aug,8,274,324,32,30,f,-9,na,-9,-9,-9,3,3,3,1998
sw010817-2,sw,2001,Aug,8,263,311,31,30,f,-9,na,-9,-9,-9,4,4,4,1997
sw010817-3,sw,2001,Aug,8,309,365,36,35,f,-9,na,-9,-9,-9,4,4,4,1997
sw010817-6,sw,2001,Aug,8,286,338,34,35,f,-9,na,-9,-9,-9,4,4,4,1997
sw010817-9,sw,2001,Aug,8,250,295,30,30,f,-9,na,-9,-9,-9,4,4,4,1997
sw010818-12,sw,2001,Aug,8,326,385,39,40,f,-9,na,-9,-9,-9,4,4,4,1997
sw010819-09,sw,2001,Aug,8,408,482,48,50,m,-9,na,-9,-9,-9,4,4,4,1997
sw010820-3,sw,2001,Aug,8,272,321,32,30,f,-9,na,-9,-9,-9,4,4,4,1997
sw010817-13,sw,2001,Aug,8,391,462,46,45,f,-9,na,-9,-9,-9,5,5,5,1996
sw010817-16,sw,2001,Aug,8,427,504,50,50,f,-9,na,-9,-9,-9,5,5,5,1996
sw010818-14,sw,2001,Aug,8,445,525,53,55,m,-9,na,-9,-9,-9,5,5,5,1996
sw010818-16,sw,2001,Aug,8,484,571,57,55,m,-9,na,-9,-9,-9,5,5,5,1996
sw010819-07,sw,2001,Aug,8,446,526,53,55,f,-9,na,-9,-9,-9,5,5,5,1996
sw010819-10,sw,2001,Aug,8,455,537,54,55,f,-9,na,-9,-9,-9,5,5,5,1996
sw010819-7,sw,2001,Aug,8,446,526,53,55,f,-9,na,-9,-9,-9,5,5,5,1996
sw010821-02,sw,2001,Aug,8,514,607,61,60,f,-9,na,-9,-9,-9,5,5,5,1996
sw010821-12,sw,2001,Aug,8,396,468,47,45,f,-9,na,-9,-9,-9,5,5,5,1996
sw010821-33,sw,2001,Aug,8,444,524,52,50,m,-9,na,-9,-9,-9,5,5,5,1996
sw010822-01,sw,2001,Aug,8,431,509,51,50,f,-9,na,-9,-9,-9,5,5,5,1996
sw010822-1,sw,2001,Aug,8,431,509,51,50,f,-9,na,-9,-9,-9,5,5,5,1996
sw010820-06,sw,2001,Aug,8,488,576,58,60,f,-9,na,-9,-9,-9,6,6,6,1995
sw010821-28,sw,2001,Aug,8,422,498,50,50,m,-9,na,-9,-9,-9,6,6,6,1995
sw010822-02,sw,2001,Aug,8,420,496,50,50,f,-9,na,-9,-9,-9,6,6,6,1995
sw010821-32,sw,2001,Aug,8,499,589,59,60,f,-9,na,-9,-9,-9,8,8,8,1993
sw010820-01,sw,2001,Aug,8,655,773,77,75,m,-9,na,-9,-9,-9,9,9,9,1992
sw010817-01,sw,2001,Aug,8,664,783,78,80,f,-9,na,-9,-9,-9,10,10,10,1991
sw010818-01,sw,2001,Aug,8,631,745,74,75,m,-9,na,-9,-9,-9,11,11,11,1990
sw010818-15,sw,2001,Aug,8,655,773,77,75,f,-9,na,-9,-9,-9,11,11,11,1990
sw010819-01,sw,2001,Aug,8,652,769,77,75,f,-9,na,-9,-9,-9,11,11,11,1990
sw010819-03,sw,2001,Aug,8,683,806,81,80,f,-9,na,-9,-9,-9,11,11,11,1990
sw010819-04,sw,2001,Aug,8,636,750,75,75,f,-9,na,-9,-9,-9,11,11,11,1990
sw010819-05,sw,2001,Aug,8,649,766,77,75,m,-9,na,-9,-9,-9,11,11,11,1990
sw010819-12,sw,2001,Aug,8,724,854,85,85,f,-9,na,-9,-9,-9,11,11,11,1990
sw010819-11,sw,2001,Aug,8,685,808,81,80,f,-9,na,-9,-9,-9,12,12,12,1989
sw010818-04,sw,2001,Aug,8,735,867,87,85,m,-9,na,-9,-9,-9,16,16,16,1985
sw010720-5,sw,2001,July,7,729,860,86,85,f,-9,na,-9,-9,-9,10.9,10,11,1990
sw010723-01,sw,2001,July,7,685,808,81,80,f,-9,na,-9,-9,-9,11.9,12,12,1989
sw010723-02,sw,2001,July,7,648,765,76,75,m,-9,na,-9,-9,-9,12.9,12,13,1988
sw010720-12,sw,2001,July,7,736,868,87,85,f,-9,na,-9,-9,-9,19.9,19,20,1981
sw010720-2,sw,2001,July,7,725,855,86,85,m,-9,na,-9,-9,-9,29.9,29,30,1971
sw011007-03,sw,2001,Oct,10,530,626,63,65,f,-9,na,-9,-9,-9,5.2,5,5,1996
sw011007-01,sw,2001,Oct,10,602,710,71,70,f,-9,na,-9,-9,-9,6.2,6,6,1995
sw011007-02,sw,2001,Oct,10,440,519,52,50,f,-9,na,-9,-9,-9,6.2,6,6,1995
sw011007-04,sw,2001,Oct,10,559,660,66,65,m,-9,na,-9,-9,-9,6.2,6,6,1995
sw011007-09,sw,2001,Oct,10,622,734,73,75,f,-9,na,-9,-9,-9,8.2,8,8,1993
sw011006-01,sw,2001,Oct,10,605,714,71,70,f,-9,na,-9,-9,-9,8.2,8,8,1993
sw011007-06,sw,2001,Oct,10,649,766,77,75,m,-9,na,-9,-9,-9,10.2,10,10,1991
sw011007-08,sw,2001,Oct,10,631,745,74,75,m,-9,na,-9,-9,-9,11.2,11,11,1990
sw011007-12,sw,2001,Oct,10,642,758,76,75,f,-9,na,-9,-9,-9,11.2,11,11,1990
sw011007-13,sw,2001,Oct,10,700,826,83,85,f,-9,na,-9,-9,-9,11.2,11,11,1990
sw011007-07,sw,2001,Oct,10,599,707,71,70,f,-9,na,-9,-9,-9,12.2,12,12,1989
sw011007-14,sw,2001,Oct,10,703,829,83,85,f,-9,na,-9,-9,-9,12.2,12,12,1989
sw011007-05,sw,2001,Oct,10,518,611,61,60,m,-9,na,-9,-9,-9,13.2,13,13,1988
sw011007-10,sw,2001,Oct,10,708,835,84,85,f,-9,na,-9,-9,-9,15.2,15,15,1986
sw020806-1,sw,2002,Aug,8,530,626,63,65,f,-9,na,-9,-9,-9,6,6,6,1996
sw020806-2,sw,2002,Aug,8,548,647,65,65,m,-9,na,-9,-9,-9,6,6,6,1996
sw020808-1,sw,2002,Aug,8,520,614,61,60,m,-9,na,-9,-9,-9,6,6,6,1996
sw020808-3,sw,2002,Aug,8,670,791,79,80,m,-9,na,-9,-9,-9,9,9,9,1993
sw020806-4,sw,2002,Aug,8,640,755,76,75,f,-9,na,-9,-9,-9,12,12,12,1990
sw020807-10,sw,2002,Aug,8,680,802,80,80,f,-9,na,-9,-9,-9,12,12,12,1990
sw020806-8,sw,2002,Aug,8,676,798,80,80,m,-9,na,-9,-9,-9,13,13,13,1989
sw020807-13,sw,2002,Aug,8,670,791,79,80,f,-9,na,-9,-9,-9,14,14,14,1988
sw020808-16,sw,2002,Aug,8,745,879,88,90,m,-9,na,-9,-9,-9,16,16,16,1986
sw020808-18,sw,2002,Aug,8,685,808,81,80,m,-9,na,-9,-9,-9,17,17,17,1985
sw020807-12,sw,2002,Aug,8,655,773,77,75,f,-9,na,-9,-9,-9,19,19,19,1983
sw020906-2,sw,2002,Sept,9,455,537,54,55,m,-9,na,-9,-9,-9,5.1,5,5,1997
sw020907-2,sw,2002,Sept,9,511,603,60,60,m,-9,na,-9,-9,-9,5.1,5,5,1997
sw020907-3,sw,2002,Sept,9,493,582,58,60,f,-9,na,-9,-9,-9,5.1,5,5,1997
sw020904-11,sw,2002,Sept,9,599,707,71,70,f,-9,na,-9,-9,-9,6.1,6,6,1996
sw020904-14,sw,2002,Sept,9,601,709,71,70,f,-9,na,-9,-9,-9,6.1,6,6,1996
sw020907-4,sw,2002,Sept,9,518,611,61,60,m,-9,na,-9,-9,-9,6.1,6,6,1996
sw020907-5,sw,2002,Sept,9,450,531,53,55,f,-9,na,-9,-9,-9,6.1,6,6,1996
sw020907-7,sw,2002,Sept,9,512,604,60,60,m,-9,na,-9,-9,-9,6.1,6,6,1996
sw020903-4,sw,2002,Sept,9,541,638,64,65,m,-9,na,-9,-9,-9,7.1,7,7,1995
sw020903-9,sw,2002,Sept,9,631,745,74,75,f,-9,na,-9,-9,-9,7.1,7,7,1995
sw020904-9,sw,2002,Sept,9,589,695,70,70,f,-9,na,-9,-9,-9,7.1,7,7,1995
sw020906-1,sw,2002,Sept,9,596,703,70,70,m,-9,na,-9,-9,-9,7.1,7,7,1995
sw020906-5,sw,2002,Sept,9,590,696,70,70,m,-9,na,-9,-9,-9,7.1,7,7,1995
sw020907-12,sw,2002,Sept,9,472,557,56,55,m,-9,na,-9,-9,-9,7.1,7,7,1995
sw020907-13,sw,2002,Sept,9,528,623,62,60,m,-9,na,-9,-9,-9,7.1,7,7,1995
sw020904-2,sw,2002,Sept,9,703,829,83,85,m,-9,na,-9,-9,-9,8.1,8,8,1994
sw020904-7,sw,2002,Sept,9,660,779,78,80,f,-9,na,-9,-9,-9,9.1,9,9,1993
sw020906-3,sw,2002,Sept,9,655,773,77,75,m,-9,na,-9,-9,-9,9.1,9,9,1993
sw020903-10,sw,2002,Sept,9,659,778,78,80,f,-9,na,-9,-9,-9,12.1,12,12,1990
sw020903-14,sw,2002,Sept,9,672,793,79,80,f,-9,na,-9,-9,-9,12.1,12,12,1990
sw020903-15,sw,2002,Sept,9,689,813,81,80,f,-9,na,-9,-9,-9,12.1,12,12,1990
sw020903-3,sw,2002,Sept,9,672,793,79,80,m,-9,na,-9,-9,-9,12.1,12,12,1990
sw020903-5,sw,2002,Sept,9,680,802,80,80,m,-9,na,-9,-9,-9,12.1,12,12,1990
sw020904-8,sw,2002,Sept,9,656,774,77,75,m,-9,na,-9,-9,-9,12.1,12,12,1990
sw020905-2,sw,2002,Sept,9,672,793,79,80,m,-9,na,-9,-9,-9,12.1,12,12,1990
sw020905-3,sw,2002,Sept,9,700,826,83,85,f,-9,na,-9,-9,-9,12.1,12,12,1990
sw020906-15,sw,2002,Sept,9,645,761,76,75,m,-9,na,-9,-9,-9,12.1,12,12,1990
sw020907-17,sw,2002,Sept,9,688,812,81,80,m,-9,na,-9,-9,-9,12.1,12,12,1990
sw020903-7,sw,2002,Sept,9,580,684,68,70,f,-9,na,-9,-9,-9,13.1,13,13,1989
sw020905-6,sw,2002,Sept,9,736,868,87,85,m,-9,na,-9,-9,-9,13.1,13,13,1989
sw020906-14,sw,2002,Sept,9,660,779,78,80,m,-9,na,-9,-9,-9,13.1,13,13,1989
sw020905-5,sw,2002,Sept,9,725,855,86,85,m,-9,na,-9,-9,-9,16.1,16,16,1986
sw020903-13,sw,2002,Sept,9,648,765,76,75,f,-9,na,-9,-9,-9,18.1,18,18,1984
sw020906-12,sw,2002,Sept,9,720,850,85,85,m,-9,na,-9,-9,-9,19.1,19,19,1983
sw020906-6,sw,2002,Sept,9,675,796,80,80,m,-9,na,-9,-9,-9,20.1,20,20,1982
sw020907-16,sw,2002,Sept,9,700,826,83,85,f,-9,na,-9,-9,-9,22.1,22,22,1980
sw020904-5,sw,2002,Sept,9,698,824,82,80,f,-9,na,-9,-9,-9,23.1,23,23,1979
sw020906-8,sw,2002,Sept,9,705,832,83,85,m,-9,na,-9,-9,-9,23.1,23,23,1979
sw020904-4,sw,2002,Sept,9,735,867,87,85,m,-9,na,-9,-9,-9,24.1,24,24,1978
sw020907-1,sw,2002,Sept,9,770,908,91,90,f,-9,na,-9,-9,-9,26.1,26,26,1976
sw020903-11,sw,2002,Sept,9,724,854,85,85,m,-9,na,-9,-9,-9,31.1,31,31,1971
sw040916-28,sw,2004,Sept,9,188,222,22,20,f,1,o,12,13,1.1,2.1,2,2,2002
sw040916-29,sw,2004,Sept,9,198,234,23,25,f,1,o,12,13,1.1,2.1,2,2,2002
sw040916-30,sw,2004,Sept,9,171,202,20,20,f,1,o,12,13,1.1,2.1,2,2,2002
sw040916-31,sw,2004,Sept,9,157,186,19,20,f,1,o,12,13,1.1,2.1,2,2,2002
sw040916-26,sw,2004,Sept,9,259,306,31,30,f,3,o,36,37,3.1,4.1,4,4,2000
sw040916-24,sw,2004,Sept,9,250,295,30,30,m,3,o,36,37,3.1,4.1,4,4,2000
sw040916-21,sw,2004,Sept,9,-9,-9,-9,-9,na,3,o,36,37,3.1,4.1,4,4,2000
sw040916-23,sw,2004,Sept,9,-9,-9,-9,-9,na,3,o,36,37,3.1,4.1,4,4,2000
sw040916-25,sw,2004,Sept,9,-9,-9,-9,-9,na,3,o,36,37,3.1,4.1,4,4,2000
sw040916-27,sw,2004,Sept,9,-9,-9,-9,-9,na,3,o,36,37,3.1,4.1,4,4,2000
sw040912-12,sw,2004,Sept,9,505,596,60,60,f,4,o,48,49,4.1,5.1,5,5,1999
sw040913-31,sw,2004,Sept,9,357,422,42,40,f,4,o,48,49,4.1,5.1,5,5,1999
sw040914-03,sw,2004,Sept,9,565,667,67,65,f,4,o,48,49,4.1,5.1,5,5,1999
sw040916-18,sw,2004,Sept,9,350,413,41,40,f,4,o,48,49,4.1,5.1,5,5,1999
